0.08335  	-0.1133  	-0.4645  	-0.7287  	0.19195  	-1.0293  	0.65114  	-0.0686  	0.12844  	0.31859  	-0.6117  	-0.4256  	0.65443  	0.19661  	0.50248  	1.60396  	-0.9872  	0.28037  	0.33853  	0.56164  	0.06346  	-0.1674  	-0.7232  	0.45691  	0.26285  	-0.3649  	1.07313  	0.64928  	-0.3191  	0.37634  	0.12677  	0.60263  	0.10366  	-0.1644  	0.82159  	0.18119  	0.23005  	-0.4918  	-0.4049  	0.86173  	-0.1970  	-0.0119  	-0.4184  	0.40195  	0.31664  	-0.0376  	-0.0354  	-0.0539  	-0.0352  	-0.1692  	-0.0811  	-0.0689  	-0.0284  	-0.0375  	-0.0629  	-0.0149  	-0.0247  	-0.0611  	0.00734  	0.01243  	-0.0074  	0.00724  	-0.0167  	0.02041  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
0.02338  	-0.1615  	-0.5797  	-0.7325  	0.22795  	-1.0930  	0.61805  	-0.0763  	0.15545  	0.23846  	-0.5031  	-0.2549  	0.63948  	-0.0164  	0.38560  	1.72078  	-0.9864  	0.33953  	0.33001  	0.63364  	0.07373  	-0.2392  	-0.7463  	0.43822  	0.12327  	-0.3195  	0.91459  	0.80354  	-0.3282  	0.32419  	0.11970  	0.58139  	0.12082  	-0.1671  	0.81509  	0.16989  	0.20883  	-0.4892  	-0.3785  	0.84000  	-0.1485  	-0.0452  	-0.4167  	0.40037  	0.31669  	-0.0369  	-0.0290  	-0.0717  	-0.0329  	-0.1612  	-0.0835  	-0.0754  	-0.0267  	-0.0410  	-0.0566  	-0.0159  	-0.0205  	-0.0613  	0.00716  	0.01342  	-0.0073  	0.01046  	-0.0159  	0.02460  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
-0.1571  	-0.2270  	-0.5280  	-0.9811  	0.14788  	-1.2099  	0.62895  	-0.1245  	0.12543  	0.28951  	-0.3507  	-0.2427  	0.57975  	-0.0712  	0.18104  	1.75427  	-1.0306  	0.44333  	0.31351  	0.74220  	0.06083  	-0.3036  	-0.7801  	0.39929  	0.04904  	-0.3155  	0.75827  	0.87816  	-0.2942  	0.24376  	0.16894  	0.54090  	0.15220  	-0.1603  	0.79787  	0.18539  	0.19318  	-0.4935  	-0.3997  	0.85960  	-0.1397  	-0.0529  	-0.4030  	0.39633  	0.30467  	-0.0486  	-0.0196  	-0.0645  	-0.0368  	-0.1672  	-0.0746  	-0.0750  	-0.0301  	-0.0409  	-0.0621  	-0.0187  	-0.0171  	-0.0584  	-0.0099  	0.01569  	-0.0060  	0.01247  	-0.0055  	0.02839  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
-0.3930  	-0.2968  	-0.5825  	-1.1267  	0.05391  	-1.3210  	0.61932  	-0.1912  	0.10794  	0.35890  	-0.1323  	-0.2777  	0.50746  	-0.1976  	-0.0108  	1.71739  	-1.0454  	0.40548  	0.34331  	0.76507  	0.08365  	-0.3177  	-0.7660  	0.45123  	0.07563  	-0.3131  	0.80896  	0.79635  	-0.4095  	0.23647  	0.20189  	0.55847  	0.14604  	-0.1566  	0.79118  	0.22539  	0.27246  	-0.4768  	-0.4330  	0.83121  	-0.1434  	-0.0271  	-0.4458  	0.37440  	0.31515  	-0.0479  	-0.0252  	-0.0761  	-0.0509  	-0.1574  	-0.0901  	-0.0763  	-0.0231  	-0.0256  	-0.0651  	-0.0219  	-0.0158  	-0.0541  	0.00655  	0.02339  	-0.0118  	0.00451  	-0.0086  	0.02149  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
-0.6459  	-0.3808  	-0.7594  	-1.3640  	0.00645  	-1.4894  	0.58512  	-0.2679  	0.04312  	0.36532  	-0.0212  	-0.3232  	0.41834  	-0.4226  	-0.0718  	1.62797  	-0.9913  	0.46075  	0.33367  	0.79865  	0.10444  	-0.4077  	-0.6702  	0.41789  	0.01139  	-0.2878  	0.77620  	0.80525  	-0.4174  	0.18828  	0.18842  	0.53559  	0.13945  	-0.1717  	0.77298  	0.23980  	0.23742  	-0.4607  	-0.4260  	0.82453  	-0.1196  	-0.0451  	-0.4590  	0.38159  	0.32469  	-0.0398  	-0.0253  	-0.1044  	-0.0750  	-0.1582  	-0.0802  	-0.0704  	-0.0323  	-0.0317  	-0.0635  	-0.0280  	-0.0193  	-0.0538  	-0.0131  	0.00868  	-0.0098  	-0.0006  	0.00012  	0.03234  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
-0.6305  	-0.3712  	-0.7240  	-1.5589  	-0.1617  	-1.4836  	0.54557  	-0.1913  	0.09368  	0.40003  	0.05881  	-0.3822  	0.39433  	-0.4508  	-0.1747  	1.61743  	-0.9709  	0.38114  	0.37003  	0.73319  	0.13283  	-0.3664  	-0.5711  	0.38013  	0.01691  	-0.2660  	0.78065  	0.76823  	-0.4128  	0.19382  	0.17198  	0.55835  	0.11305  	-0.1775  	0.69703  	0.20394  	0.27495  	-0.4545  	-0.4172  	0.78004  	-0.0937  	-0.0529  	-0.4375  	0.39643  	0.30920  	-0.0330  	-0.0146  	-0.1070  	-0.0506  	-0.1666  	-0.0845  	-0.0783  	-0.0275  	-0.0276  	-0.0659  	-0.0268  	-0.0229  	-0.0487  	-0.0027  	0.01320  	-0.0044  	0.00153  	-0.0057  	0.02814  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
-0.4281  	-0.3054  	-0.6278  	-1.4233  	-0.1153  	-1.3330  	0.56653  	-0.1582  	0.10745  	0.38715  	-0.0672  	-0.3291  	0.48442  	-0.3473  	-0.0819  	1.64887  	-0.9652  	0.39194  	0.35207  	0.70490  	0.07260  	-0.3517  	-0.6222  	0.38127  	0.05124  	-0.2842  	0.79542  	0.77737  	-0.3547  	0.21702  	0.17228  	0.55982  	0.14183  	-0.1787  	0.65745  	0.21594  	0.23205  	-0.4713  	-0.3838  	0.82295  	-0.0928  	-0.0441  	-0.4327  	0.39288  	0.31547  	-0.0359  	-0.0182  	-0.0892  	-0.0529  	-0.1584  	-0.0863  	-0.0763  	-0.0272  	-0.0319  	-0.0608  	-0.0342  	-0.0185  	-0.0555  	-0.0071  	0.00956  	-0.0052  	0.00440  	-0.0035  	0.03338  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
-0.0749  	-0.1361  	-0.3746  	-1.1273  	-0.0166  	-1.0288  	0.58116  	-0.0637  	0.16590  	0.31978  	-0.4298  	-0.2966  	0.58729  	-0.0744  	0.27862  	1.70320  	-0.9412  	0.37808  	0.34899  	0.61062  	0.08715  	-0.2714  	-0.5770  	0.38056  	0.03518  	-0.2974  	0.80226  	0.72441  	-0.4062  	0.25439  	0.20521  	0.55028  	0.13808  	-0.1652  	0.66638  	0.11885  	0.28406  	-0.4543  	-0.4122  	0.83824  	-0.0806  	-0.0878  	-0.3771  	0.41082  	0.29172  	-0.0492  	-0.0294  	-0.0634  	-0.0488  	-0.1686  	-0.1013  	-0.0761  	-0.0286  	-0.0332  	-0.0581  	-0.0167  	-0.0315  	-0.0599  	-0.0042  	0.01047  	-0.0030  	0.02232  	-0.0042  	0.02589  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
0.00091  	-0.0890  	-0.3501  	-1.0748  	-0.0299  	-0.9840  	0.55651  	-0.0185  	0.17218  	0.25899  	-0.3585  	-0.3176  	0.55495  	-0.0939  	0.29157  	1.74587  	-0.9447  	0.36033  	0.36666  	0.60352  	0.18718  	-0.2531  	-0.5538  	0.37464  	0.01466  	-0.2846  	0.77562  	0.67796  	-0.4158  	0.23244  	0.18378  	0.57171  	0.15381  	-0.1699  	0.67447  	0.09724  	0.32215  	-0.4239  	-0.4115  	0.79071  	-0.0652  	-0.0984  	-0.3578  	0.42737  	0.29866  	-0.0398  	-0.0287  	-0.0673  	-0.0501  	-0.1674  	-0.1026  	-0.0725  	-0.0218  	-0.0340  	-0.0628  	-0.0192  	-0.0356  	-0.0573  	-0.0052  	0.00791  	-0.0026  	0.02562  	-0.0157  	0.02469  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
0.11351  	-0.0739  	-0.2730  	-1.0281  	-0.0514  	-0.9164  	0.56719  	0.03911  	0.20371  	0.19160  	-0.2887  	-0.3044  	0.50560  	-0.0950  	0.31636  	1.82715  	-0.9481  	0.28480  	0.38678  	0.52504  	0.33847  	-0.2479  	-0.5151  	0.46122  	0.01538  	-0.3073  	0.93044  	0.53973  	-0.5288  	0.22748  	0.15429  	0.63098  	0.14421  	-0.1922  	0.77426  	0.09050  	0.42489  	-0.3838  	-0.4646  	0.75127  	-0.1004  	-0.0786  	-0.3793  	0.41805  	0.29052  	-0.0323  	-0.0292  	-0.0668  	-0.0435  	-0.1583  	-0.1055  	-0.0720  	-0.0161  	-0.0278  	-0.0649  	-0.0151  	-0.0334  	-0.0570  	-0.0010  	0.01517  	-0.0030  	0.01841  	-0.0047  	0.02504  	0.19219  	0.06351  	0.04913  	0.03330  	-0.0198  	-0.1054  	
